_rank,_name,_score,Back,Background,Body,Glass,Hand,Hat,Legendary,Mouth,Neck,Prop,Shirt
431,Oppa Bear Evolution Gen.1 #159,337.3792202468981,Sword Purple,Wall Yellow,Green,Motorbike Glass Green,Hand Donut V3,Mario Blue,,Smile,Scarf Yellow,Rose Purple,Bee Green
432,Oppa Bear Evolution Gen.1 #1799,337.3424643835622,Basketball Green,Shade Orange,Brown,Motor Bike Glass Orange,,King Crown Blue,,Smirk,,Honey Yellow,Raincoat Purple
433,Oppa Bear Evolution Gen.1 #561,337.23798744172257,Skateboard Purple,Rainbow Wink Shade,Brown,Rayban Blue,,Hiphop Black,,Angry Rainbow,Bag Blue,,Torn Shirt Green
434,Oppa Bear Evolution Gen.1 #939,337.225899569233,Skateboard Purple,Rainbow Wall Dark,Blue,Circle Green,,Honey Jar Green,,Smirk,Scarf Yellow,Pizza Blue,Hoodie Mix White
435,Oppa Bear Evolution Gen.1 #766,337.2089489177054,Basketball Pink,Art Shade V.3,Green,Detective Glass Green,Hand Donut V1,Ring Red,,Smile,Scarf Red,Rose Yellow,Hoodie Pink
436,Oppa Bear Evolution Gen.1 #1150,337.19868242892557,Guitar Pink,Bubble Blue,Purple,Scuba Yellow,,Bucket Green,,Angry,,Gum Blue,Hoodie Mix Yellow
437,Oppa Bear Evolution Gen.1 #1321,337.0639221884173,Sword Black,Theme Purple,Grey,Normal Green,,Halo Pink,,Playful,,Honey Yellow,Hoodie Oversize Green
438,Oppa Bear Evolution Gen.1 #569,336.9103139835889,Sword Purple,Rainbow Wall Dark,Green,Star Pink,,Honey Jar Yellow,,Smirk,Bag Purple,Honey Purple,Future Yellow
439,Oppa Bear Evolution Gen.1 #9,336.60709255816573,Basketball Orange,Theme Blue,White,Motorbike Glass Pink,,HipHop Purple,,Open Mouth,,Lollipop Blue,Raincoat Orange
440,Oppa Bear Evolution Gen.1 #241,336.3186222341162,Sword Black,Futuristic V.3,Sky Blue,Star Blue,Hand Donut V3,Cap Blue,,Playful,,Gum Yellow,Future Yellow
441,Oppa Bear Evolution Gen.1 #598,336.3048619520717,Sword Purple,Blue,Brown,Scuba Yellow,Hand Spray V3,Mario Blue,,Angry,Headphone Red,Honey Purple,Hood Yellow
442,Oppa Bear Evolution Gen.1 #525,336.27003106110624,Guitar Pink,Fraction Yellow,Purple,Normal Green,,Halo Yellow,,Open Mouth,,Rose Orange,Hood Yellow
443,Oppa Bear Evolution Gen.1 #507,336.2464256824637,,Rainbow Shade V.3,Pink,,,Smart Hat Purple,,Open Mouth,Bag Blue,Gum Blue,Hood Yellow
444,Oppa Bear Evolution Gen.1 #1088,336.21422550808234,Wing Yellow,Futuristic V.2,Brown,,,Hiphop Pink,,Open Mouth,Bag Blue,Lollipop Green,Hoodie Mix White
445,Oppa Bear Evolution Gen.1 #1639,336.19923940468425,,Lens Pink,Green,,Hand Donut V2,Bear Hat Green,,Open Mouth,Headphone Pink,Lollipop Green,Torn Shirt Green
446,Oppa Bear Evolution Gen.1 #513,336.08592955514837,Gun Pink,Green,Pink,Detective Glass Purple,,HipHop Green,,Open Mouth,Bag Blue,Parrot Purple,Hood Red
447,Oppa Bear Evolution Gen.1 #1145,335.8035862134223,,Futuristic V.2,Green,Motorbike Glass Pink,,Yo Hat Blue,,Open Mouth,,,Hoodie Mix Purple
448,Oppa Bear Evolution Gen.1 #148,335.62048282008016,Skateboard Green,Spiral Blue,Purple,,Hand Spray V1,Yo Hat Pink,,Angry Rainbow,Bag Yellow,Lollipop Purple,Suit Blue
449,Oppa Bear Evolution Gen.1 #19,335.56544640605784,,Circle Red,White,,,Hiphop White,,Angry,Headphone Green,Gum Blue,Suit Purple
450,Oppa Bear Evolution Gen.1 #697,335.5303278413878,Skateboard Green,Rainbow Shade V2,Pink,Motorbike Glass Pink,Hand Spray V1,Halo Pink,,Smirk,Headphone Yellow,Rose Orange,Bee Pink
451,Oppa Bear Evolution Gen.1 #1053,335.44888410338325,Gun Green,Red,Brown,Normal Green,Hand Soundabout V3,Headphone Blue,,Angry Rainbow,Scarf Yellow,,Bib Purple
452,Oppa Bear Evolution Gen.1 #971,335.03954596054723,,Circle Purple,Green,Scuba Blue,,Hiphop Black,,Angry,Bag Blue,Honey Yellow,Hawaiian Blue
453,Oppa Bear Evolution Gen.1 #1066,334.78852688227926,Guitar Yellow,Rainbow Wink Dream,Blue,Scuba Yellow,Hand Ice Cream V2,Bear Hat Pink,,Angry,,Lollipop Blue,Hoodie Blue
454,Oppa Bear Evolution Gen.1 #1275,334.7329004727204,Skateboard Yellow,Rainbow Wall Light,Green,Heart Green,,Fashion Hat Pink,,Smirk,,Pizza Purple,Hoodie Mix White
455,Oppa Bear Evolution Gen.1 #1009,334.6167483629215,Green Sword,Futuristic V.2,Pink,Scuba Red,,Headphone Pink,,Open Mouth,Headphone Red,Gum Yellow,Rain Coat Green
456,Oppa Bear Evolution Gen.1 #83,334.56829596491616,Skateboard Green,Fraction Yellow,Sky Blue,Scuba Yellow,Hand Donut V2,Baseball White,,Angry Rainbow,,,Future Purple
457,Oppa Bear Evolution Gen.1 #428,334.48076782168243,Baseball Green,Wall Blue,Blue,Normal Blue,,King Crown Blue,,Smirk,,Pizza Blue,Torn Shirt Green
458,Oppa Bear Evolution Gen.1 #1238,334.46455085262176,Skateboard Purple,Wall Yellow,Sky Blue,,Hand Donut V2,Smart Hat Blue,,Smile,Bag Yellow,Lollipop Purple,Torn Shirt Green
459,Oppa Bear Evolution Gen.1 #889,334.43442044239697,,Spiral Blue,Pink,Detective Glass Purple,,Smart Hat Purple,,Angry,Headphone Yellow,Rose Yellow,Turtle Neck Blue
460,Oppa Bear Evolution Gen.1 #255,334.3501513341548,Gun Green,Theme Blue,Blue,Scuba Yellow,,Cap Blue,,Smile,Bag Purple,Gum Red,Hoodie Mix White
461,Oppa Bear Evolution Gen.1 #589,334.3411206778314,,Shade Purple,Yellow,Star Blue,,Smart Hat Purple,,Playful,Headphone Green,Pizza Purple,Hood Yellow
462,Oppa Bear Evolution Gen.1 #1652,334.27508111611814,Guitar Blue,Rainbow Shade V1,Purple,Rainbow Shade V.3,,Yo Hat Yellow,,Smile,,Lollipop Green,Rain Coat Yellow
463,Oppa Bear Evolution Gen.1 #1099,334.11148631144056,Skateboard Purple,Rainbow Shade V.3,Purple,,,Small Hat Purple,,Playful,,Honey Yellow,Turtle Neck Pink
464,Oppa Bear Evolution Gen.1 #1392,333.83647415256235,Green Sword,Theme Yellow,Purple,Scuba Red,,Small Hat Purple,,Smirk Rainbow,,Rose Orange,Bib Green
465,Oppa Bear Evolution Gen.1 #1916,333.6975951715774,Sword Purple,Futuristic V.3,Yellow,Star Blue,,Headphone Orange,,Open Mouth,Bag Yellow,Gum Red,Jacket Brown
466,Oppa Bear Evolution Gen.1 #1128,333.6445185169355,Baseball Silver,Purple,Green,Scuba Red,Hand Ice Cream V3,Yo Hat Pink,,Playful,Scarf Yellow,Parrot Yellow,Basketball Shirt Red
467,Oppa Bear Evolution Gen.1 #562,333.64378564133017,Baseball Golden,Rainbow Wall Dark,Grey,,,Yo Hat Blue,,Angry,Headphone Yellow,Honey Blue,Future Purple
468,Oppa Bear Evolution Gen.1 #1360,333.5764909023126,Gun Yellow,Wave Bright,Sky Blue,Rainbow Shade V.3,,,,Smirk Rainbow,Bag Yellow,Honey Purple,Future Blue
469,Oppa Bear Evolution Gen.1 #722,333.5753682059876,Wing Yellow,Wall Blue,Yellow,Rayban Blue,,HipHop Yellow,,Smile,,Lollipop Blue,Turtle Neck Pink
470,Oppa Bear Evolution Gen.1 #1419,333.50457155943684,Green Sword,Wall Pink,Pink,,Hand Ice Cream V2,Snow Orange,,Smirk,,Gum Red,Hood Red
471,Oppa Bear Evolution Gen.1 #735,333.46286807572227,Baseball Golden,Rainbow Wall Dark,Yellow,Motor Bike Glass Orange,,Bear Hat Pink,,Open Mouth,Bag Yellow,Honey Purple,Raincoat Red
472,Oppa Bear Evolution Gen.1 #857,332.96134013646054,Sword Purple,Futuristic V.3,Brown,Star Blue,,Baseball Purple,,Angry Rainbow,,Gum Red,Hood Red
473,Oppa Bear Evolution Gen.1 #946,332.9111736532123,Guitar Yellow,Art Shade V.1,Blue,Rainbow Shade V.3,,Small Hat Yellow,,Smirk,,Parrot Purple,Gap Purple
474,Oppa Bear Evolution Gen.1 #1,332.9107366635139,Guitar Pink,Rainbow Shade V.3,Blue,Color Lens V.1,,Fashion Hat Blue,,Smirk,Scarf Red,Gum Blue,Bee Pink
475,Oppa Bear Evolution Gen.1 #1234,332.8473096556121,Baseball Green,Wave Clear,Purple,,,HipHop Green,,Angry,Bag Yellow,Honey Yellow,King Purple
476,Oppa Bear Evolution Gen.1 #1315,332.434647469716,Skateboard Yellow,Fraction Pink,Blue,Detective Glass Blue,Hand Donut V1,Bear Hat Green,,Open Mouth,,,Palm Shirt Purple
477,Oppa Bear Evolution Gen.1 #1961,332.38655374560204,Sword Purple,Yellow,Yellow,Scuba Blue,,Hiphop White,,Playful,Bag Yellow,Pizza Purple,Hoodie Mix Purple
478,Oppa Bear Evolution Gen.1 #1311,332.36075615165515,Green Sword,Lens Pink,Grey,,,Cowboy Big Green,,Smirk,Headphone Pink,Honey Blue,Suit Black
479,Oppa Bear Evolution Gen.1 #12,332.35279024991854,Guitar Yellow,Rainbow Shade V1,Pink,Color Lens V.3,,Headphone Pink,,Smile,,Gum Blue,King Yellow
480,Oppa Bear Evolution Gen.1 #1576,332.06081752580997,Skateboard Purple,Red,Purple,Normal Blue,Hand Ice Cream V3,Ring Purple,,Angry,,Honey Purple,Basketball Shirt Green
481,Oppa Bear Evolution Gen.1 #1970,332.0442805751681,Baseball Golden,Blue,Blue,,Hand Soundabout V3,Cowboy Small Black,,Angry,,Rose Yellow,King Red
482,Oppa Bear Evolution Gen.1 #681,331.93872790779767,Skateboard Purple,Futuristic V.2,Blue,Rayban Green,,Small Hat Purple,,Open Mouth,,,Hoodie Oversize Pink
483,Oppa Bear Evolution Gen.1 #436,331.8991510252631,Guitar Blue,Bubble Pink,White,Rayban Brown,,Yo Hat Yellow,,Angry Rainbow,Bag Purple,Honey Yellow,Palm Shirt Green
484,Oppa Bear Evolution Gen.1 #1495,331.8688867220442,,Blue,Grey,Rayban Green,,Bear Hat Pink,,Open Mouth,Headphone Pink,,Future Blue
485,Oppa Bear Evolution Gen.1 #1349,331.7604513079763,,Theme Yellow,Grey,Rainbow Shade V.2,,Hiphop Pink,,Playful,,Rose Yellow,Future Purple
486,Oppa Bear Evolution Gen.1 #145,331.71378907134994,Guitar Pink,Rainbow Shade V.1,Purple,Star Yellow,,Cowboy Big Brown,,Open Mouth,Scarf Red,Lollipop Green,Turtle Neck Blue
487,Oppa Bear Evolution Gen.1 #417,331.71057258599546,Green Sword,Shade Orange,Sky Blue,Normal Yellow,,Cap Red,,Smile,Scarf Red,Rose Orange,Basketball Shirt Yellow
488,Oppa Bear Evolution Gen.1 #652,331.603706872461,Green Sword,Wall Yellow,Purple,,,Honey Jar Green,,Angry,Bag Blue,Gum Blue,Basketball Shirt Green
489,Oppa Bear Evolution Gen.1 #146,331.43098975940194,,Bubble Blue,Green,Motor Bike Glass Orange,,Halo Green,,Playful,,Rose Yellow,Bib Green
490,Oppa Bear Evolution Gen.1 #1977,331.3481351499863,Skateboard Purple,Theme Green,Yellow,,,Baseball Purple,,Open Mouth,Bag Purple,Pizza Purple,Hoodie Oversize Green
491,Oppa Bear Evolution Gen.1 #1596,331.0888296028593,Wing Yellow,Theme Yellow,White,Motorbike Glass Green,,Small Hat Green,,Smirk,Scarf Yellow,Lollipop Purple,Jacket Brown
492,Oppa Bear Evolution Gen.1 #880,331.06967953577316,,Lens Blue,White,Color Lens V.2,Hand Soundabout Blue V1,Small Hat Purple,,Smirk,Headphone Pink,,Hoodie Pink
493,Oppa Bear Evolution Gen.1 #1847,331.0535223040066,Sword Purple,Rainbow Shade V.2,Pink,Color Lens V.2,,Cowboy Big Brown,,Smile,Headphone Red,Pizza Yellow,Raincoat Purple
494,Oppa Bear Evolution Gen.1 #749,330.95143199166154,Gun Pink,Theme Purple,Grey,Scuba Blue,Hand Soundabout V3,Fashion Hat Blue,,Angry,Scarf Red,Pizza Blue,Palm Shirt Green
495,Oppa Bear Evolution Gen.1 #1043,330.7943218448869,Gun Green,Green,Purple,Motor Bike Glass Orange,,King Crown Red,,Playful,,Parrot Yellow,Torn Shirt Black
496,Oppa Bear Evolution Gen.1 #1723,330.6208688876624,Skateboard Green,Rainbow Shade V.2,Sky Blue,,Hand Donut V2,Small Hat Green,,Open Mouth,Headphone Green,Honey Blue,Raincoat Red
497,Oppa Bear Evolution Gen.1 #352,330.5776780086214,Sword Purple,Wall Yellow,Blue,,Hand Donut V1,Small Hat Green,,Smirk,Bag Yellow,Parrot Yellow,Suit Black
498,Oppa Bear Evolution Gen.1 #1923,330.54901379572055,Gun Pink,Wave Calm,Purple,,,Ring Yellow,,Smile,,Honey Blue,Palm Shirt Green
499,Oppa Bear Evolution Gen.1 #893,330.3549977095831,Gun Green,Sunshine Yellow,Pink,,Hand Soundabout V2,King Crown Red,,Smirk,,Gum Blue,Rain Coat Green
500,Oppa Bear Evolution Gen.1 #1172,330.2130313964973,Gun Yellow,Rainbow Shade V.2,Green,Rayban Brown,Hand Soundabout Blue V1,Cowboy Big Purple,,Angry,Headphone Red,,Rain Coat Green
501,Oppa Bear Evolution Gen.1 #249,329.92149792953796,Baseball Green,Theme Blue,Sky Blue,,,Party Hat Red,,Open Mouth,Bag Yellow,Pizza Yellow,Bee Yellow
502,Oppa Bear Evolution Gen.1 #541,329.9015507314507,,Rainbow Shade V1,Pink,,Hand Spray V1,Bear Hat Green,,Open Mouth,,Lollipop Green,Hawaiian Yellow
503,Oppa Bear Evolution Gen.1 #1111,329.70277697530173,Skateboard Yellow,Wall Blue,Yellow,Normal Yellow,Hand Donut V1,Fashion Hat Yellow,,Smirk,,Honey Yellow,Palm Shirt Green
504,Oppa Bear Evolution Gen.1 #1681,329.6105642958489,Wing Yellow,Shade Orange,Purple,,Hand Spray V3,Smart Hat Purple,,Smile,,Honey Blue,Suit Black
505,Oppa Bear Evolution Gen.1 #231,329.54477552920986,Guitar Pink,Spiral Orange,Blue,Color Lens V.3,,Mario Red,,Smile,,Pizza Blue,Hoodie Blue
506,Oppa Bear Evolution Gen.1 #1561,329.438080839964,Baseball Silver,Spiral Purple,Blue,Matrix Black,,Cap Blue,,Angry,Scarf Red,Lollipop Blue,Raincoat Red
507,Oppa Bear Evolution Gen.1 #1243,329.31182679921034,Guitar Blue,Rainbow Shade V1,Sky Blue,Rayban Green,,Mario Yellow,,Smirk Rainbow,Scarf Yellow,Pizza Blue,Palm Shirt Green
508,Oppa Bear Evolution Gen.1 #1306,329.21183159632574,Basketball Orange,Theme Green,Brown,Scuba Blue,,King Crown Red,,Angry,Bag Blue,Rose Purple,Basketball Shirt Yellow
509,Oppa Bear Evolution Gen.1 #1650,329.16930982411844,Baseball Golden,Orange,Yellow,,Hand Spray V3,Bucket Green,,Angry,Bag Yellow,Gum Yellow,Bib Black
510,Oppa Bear Evolution Gen.1 #763,329.13621685872005,Gun Pink,Shade Purple,Sky Blue,,,Small Hat Green,,Angry,Headphone Yellow,Parrot Yellow,Hoodie Oversize Green
511,Oppa Bear Evolution Gen.1 #1890,329.1324746286594,Skateboard Green,Wave Clear,Grey,,,Snow Orange,,Smile,Headphone Green,Gum Blue,Bee Pink
512,Oppa Bear Evolution Gen.1 #1615,328.90974913999224,Wing Red,Rainbow Wink Dream,Sky Blue,Normal Green,,Ring Red,,Angry,Bag Purple,,Rain Coat Yellow
513,Oppa Bear Evolution Gen.1 #1920,328.7893256094482,Guitar Pink,Bubble Orange,Yellow,Rayban Blue,Hand Soundabout Blue V1,Cowboy Big Purple,,Angry,,Pizza Yellow,Palm Shirt Purple
514,Oppa Bear Evolution Gen.1 #393,328.40743759210693,,Bubble Orange,Purple,Color Lens V.1,,Hiphop White,,Smirk,,Gum Yellow,Raincoat Red
515,Oppa Bear Evolution Gen.1 #1887,328.32447658500513,Guitar Yellow,Bubble Blue,Purple,Normal Blue,,Honey Jar Purple,,Open Mouth,Headphone Green,Pizza Blue,Hoodie Mix Yellow
516,Oppa Bear Evolution Gen.1 #266,328.30323773400994,Sword Purple,Art Shade V.2,Purple,Matrix Black,,Smart Hat Blue,,Open Mouth,,Pizza Yellow,Hawaiian Yellow
517,Oppa Bear Evolution Gen.1 #247,328.2554470719092,Basketball Orange,Circle Green,Blue,Detective Glass Green,,Headphone Blue,,Smirk Rainbow,,Pizza Purple,Hoodie Mix Yellow
518,Oppa Bear Evolution Gen.1 #1914,328.2476095370491,Guitar Blue,Rainbow Wall Light,Yellow,Motorbike Glass Pink,Hand Ice Cream V2,Halo Yellow,,Smirk Rainbow,,Honey Purple,Hoodie Oversize Blue
519,Oppa Bear Evolution Gen.1 #1448,328.19930013052533,Guitar Yellow,Rainbow Wall Shade,Purple,Star Pink,,Yo Hat Pink,,Smirk Rainbow,Scarf Yellow,Lollipop Green,Torn Shirt Black
520,Oppa Bear Evolution Gen.1 #1524,328.17415874598,Baseball Golden,Shade Purple,Green,,Hand Ice Cream V2,Cowboy Small Purple,,Smirk Rainbow,Scarf Green,,Hawaiian Red
521,Oppa Bear Evolution Gen.1 #409,328.1385676933287,Skateboard Yellow,Bubble Blue,Yellow,Detective Glass Green,,Cowboy Small Green,,Open Mouth,Bag Yellow,Rose Purple,Jacket Brown
522,Oppa Bear Evolution Gen.1 #1437,327.94731748603044,Guitar Yellow,Wave Calm,Brown,Rayban Brown,,Cowboy Small Green,,Smirk,,Lollipop Blue,Hoodie Mix White
523,Oppa Bear Evolution Gen.1 #627,327.69612818803586,Baseball Green,Fraction Yellow,Blue,Rainbow Shade V.1,,Cap Red,,Smirk,Scarf Green,Lollipop Purple,Gap Pink
524,Oppa Bear Evolution Gen.1 #634,327.6711991557695,Basketball Orange,Fraction Yellow,Brown,Scuba Yellow,,Cowboy Small Green,,Open Mouth,,Pizza Blue,King Purple
525,Oppa Bear Evolution Gen.1 #390,327.659798757318,Skateboard Yellow,Wave Bright,Green,Motorbike Glass Green,,Party Hat Red,,Playful,Scarf Green,Pizza Blue,Gap Yellow
526,Oppa Bear Evolution Gen.1 #246,327.6030660814787,Green Sword,Rainbow Shade V.2,Pink,Rayban Blue,Hand Ice Cream V1,Mario Blue,,Angry,,,Hood Red
527,Oppa Bear Evolution Gen.1 #1702,327.5892138972921,Sword Purple,Blue,Green,Color Lens V.2,,Honey Jar Green,,Smile,Scarf Yellow,Pizza Purple,Hawaiian Blue
528,Oppa Bear Evolution Gen.1 #891,327.5825232111433,Guitar Blue,Sunshine Yellow,Pink,Matrix Black,,Mario Blue,,Angry,,Rose Purple,Sweater Blue
529,Oppa Bear Evolution Gen.1 #867,327.5733910486989,Gun Pink,Circle Purple,Blue,Color Lens V.3,,Ring Yellow,,Smile,,Rose Orange,Bib Black
530,Oppa Bear Evolution Gen.1 #1516,327.21555232481614,Baseball Golden,Lens Blue,Brown,Heart Blue,,Headphone Blue,,Angry,,Parrot Purple,Raincoat Purple
531,Oppa Bear Evolution Gen.1 #1863,326.98125806297753,,Fraction Yellow,Sky Blue,,,Cap Black,,Open Mouth,Scarf Red,Rose Yellow,Rain Coat Green
532,Oppa Bear Evolution Gen.1 #1248,326.43760336434,Wing Yellow,Rainbow Wall Dark,Blue,Heart Red,,Ring Red,,Smirk,Headphone Yellow,Rose Orange,Bib Black
533,Oppa Bear Evolution Gen.1 #1918,326.41810288935295,Guitar Yellow,Theme Blue,Green,Color Lens V.1,,Headphone Blue,,Smile,,Lollipop Blue,Rain Coat Green
534,Oppa Bear Evolution Gen.1 #392,326.41147477008275,Guitar Yellow,Orange,Blue,Heart Red,,Halo Green,,Angry,Scarf Yellow,Rose Yellow,Suit Blue
535,Oppa Bear Evolution Gen.1 #531,326.37820233237,Basketball Pink,Theme Purple,Blue,Color Lens V.3,,HipHop Purple,,Angry Rainbow,,Gum Red,Future Blue
536,Oppa Bear Evolution Gen.1 #82,326.27888022330694,Skateboard Purple,Futuristic V.2,Green,,,King Crown Red,,Smile,Headphone Yellow,Honey Purple,Sweater Yellow
537,Oppa Bear Evolution Gen.1 #827,326.2624731050696,Guitar Yellow,Wave Clear,Purple,,Hand Spray V2,Cap Red,,Open Mouth,,Honey Purple,Bee Pink
538,Oppa Bear Evolution Gen.1 #1080,326.2470631162598,Wing Yellow,Spiral Purple,Sky Blue,Circle Blue,,Headphone Blue,,Smirk Rainbow,Scarf Red,Pizza Purple,Hood Red
539,Oppa Bear Evolution Gen.1 #1351,326.1758504215098,,Wall Pink,Blue,Color Lens V.3,Hand Soundabout V2,Honey Jar Yellow,,Open Mouth,Bag Yellow,Gum Blue,Palm Shirt Green
540,Oppa Bear Evolution Gen.1 #1249,326.17514445282535,Baseball Silver,Theme Purple,White,Star Yellow,,Small Hat Yellow,,Smirk Rainbow,,Parrot Red,Gap Purple
541,Oppa Bear Evolution Gen.1 #1412,325.8871477919463,Guitar Pink,Circle Green,Purple,,Hand Donut V2,Headphone Blue,,Open Mouth,,Parrot Yellow,Bee Pink
542,Oppa Bear Evolution Gen.1 #1968,325.8471505517618,Sword Purple,Shade Orange,Brown,Star Pink,Hand Donut V2,Fashion Hat Yellow,,Smile,Bag Yellow,,Suit Blue
543,Oppa Bear Evolution Gen.1 #909,325.6970308289316,Skateboard Green,Rainbow Wink Style,Green,,,Fashion Hat Pink,,Open Mouth,Headphone Red,Lollipop Blue,Hoodie Mix White
544,Oppa Bear Evolution Gen.1 #756,325.58311030158274,,Rainbow Shade V1,White,Rayban Blue,,Cowboy Small Black,,Smirk,Scarf Green,,Hoodie Blue
545,Oppa Bear Evolution Gen.1 #1157,325.48586212164446,Gun Pink,Rainbow Wink Style,Sky Blue,Motorbike Glass Pink,Hand Donut V1,Baseball White,,Smile,Scarf Yellow,Honey Purple,Hood Blue
546,Oppa Bear Evolution Gen.1 #1566,325.30199064279026,Baseball Green,Blue,Grey,Rayban Brown,,Small Hat Yellow,,Playful,,Honey Blue,King Purple
547,Oppa Bear Evolution Gen.1 #1618,325.27274104016396,Sword Black,Shade Blue,Sky Blue,Rainbow Shade V.3,,Cowboy Big Purple,,Smile,Headphone Pink,Honey Blue,King Red
548,Oppa Bear Evolution Gen.1 #677,325.03743060412467,Guitar Pink,Circle Red,Purple,Star Pink,,Cowboy Small Black,,Playful,,,King Red
549,Oppa Bear Evolution Gen.1 #1560,324.8741069639174,Wing Yellow,Shade Orange,Green,,,Ring Purple,,Angry,,Honey Purple,Suit Purple
550,Oppa Bear Evolution Gen.1 #84,324.5341117342773,Baseball Green,Circle Red,Blue,Rainbow Shade V.1,,Honey Jar Purple,,Angry,,Pizza Yellow,King Purple
551,Oppa Bear Evolution Gen.1 #1696,324.4828310677,Gun Yellow,Rainbow Wall Light,Purple,Rayban Green,Hand Soundabout Blue V1,Ring Red,,Smirk,,Pizza Purple,Turtle Neck Blue
552,Oppa Bear Evolution Gen.1 #1400,323.9221020842317,,Circle Red,Grey,Normal Green,,Small Hat Yellow,,Open Mouth,,Lollipop Blue,Future Blue
553,Oppa Bear Evolution Gen.1 #1909,323.865218563408,,Fraction Pink,Pink,Detective Glass Blue,,Smart Hat Purple,,Playful,,Parrot Purple,Suit Black
554,Oppa Bear Evolution Gen.1 #933,323.8621471064622,Baseball Golden,Futuristic V.1,Brown,Detective Glass Green,,Yo Hat Yellow,,Smirk,Scarf Green,Honey Blue,Hoodie Mix White
555,Oppa Bear Evolution Gen.1 #721,323.8162275919302,Basketball Orange,Rainbow Wall Light,Green,Heart Blue,,Mario Red,,Playful,Scarf Green,Pizza Yellow,Suit Blue
556,Oppa Bear Evolution Gen.1 #1816,323.70765602352503,Gun Yellow,Pink,Yellow,Normal Green,,King Crown Blue,,Angry Rainbow,,,Hoodie Mix White
557,Oppa Bear Evolution Gen.1 #30,323.5990314762471,Gun Yellow,Rainbow Wall Light,Grey,Detective Glass Green,,Bear Hat Green,,Angry,,Rose Orange,Rain Coat Green
558,Oppa Bear Evolution Gen.1 #1807,323.4447797757997,Skateboard Purple,Shade Blue,Brown,Star Pink,Hand Soundabout V2,Baseball Green,,Open Mouth,,Pizza Blue,Hood Yellow
559,Oppa Bear Evolution Gen.1 #1592,323.40344281718217,Baseball Green,Art Shade V.1,White,Heart Blue,,Honey Jar Yellow,,Open Mouth,Bag Blue,Pizza Purple,Future Purple
560,Oppa Bear Evolution Gen.1 #517,323.31445107137614,Skateboard Green,Spiral Blue,Yellow,Color Lens V.1,,Baseball Purple,,Smirk,,Pizza Blue,Sweater Blue
561,Oppa Bear Evolution Gen.1 #282,323.31281101303983,Basketball Orange,Futuristic V.3,Brown,Rayban Blue,,Ring Red,,Playful,Headphone Red,Lollipop Green,Gap Yellow
562,Oppa Bear Evolution Gen.1 #399,323.3013107815944,Gun Yellow,Shade Purple,Sky Blue,Circle Blue,,Party Hat Red,,Smile,,Pizza Yellow,King Purple
563,Oppa Bear Evolution Gen.1 #1147,323.24377998014444,Guitar Blue,Art Shade V.2,Yellow,Star Yellow,,King Crown Red,,Smirk,Headphone Red,Honey Purple,Bib Green
564,Oppa Bear Evolution Gen.1 #1034,323.2018246024131,,Art Shade V.1,Purple,Star Blue,,Snow Orange,,Smirk Rainbow,Bag Blue,Gum Blue,Torn Shirt Green
565,Oppa Bear Evolution Gen.1 #1279,323.1806686672909,Skateboard Yellow,Rainbow Wall Light,Pink,Color Lens V.2,Hand Donut V3,,,Playful,Scarf Green,Rose Orange,Jacket Pink
566,Oppa Bear Evolution Gen.1 #547,323.0651153844479,Skateboard Yellow,Sunshine Blue,Purple,,,Honey Jar Green,,Open Mouth,Headphone Pink,Pizza Blue,Basketball Shirt Red
