_rank,_name,_score,Back,Background,Body,Ear,Eye,Glasses,Head,Left Chest,Mouth,Necklace,Outfit,Props,Right Chest,Shoulder
1497,Oppa Bear Evolution Gen.2 #212,1633.9507760706426,ThunderPink,DropGreen,Rainbow Rare,JapanTagRed,EyesPink,PinkBlue V2,,LowButton,ExcitedBlack,DoubleChainGreen,TuxedoBlue,StitchesDown,,
1501,Oppa Bear Evolution Gen.2 #91,1630.5661490018053,WingBlue,ThunderRed,Rainbow Rare,JapanTagRed,EyesPink,,MarioCapBlue,MushroomYellow,Scary,,JacketYellow,,HappyGreenCat,
1505,Oppa Bear Evolution Gen.2 #316,1630.0266894046208,BombBlue,CircleGreen,Rainbow Rare,EarsYellow,EyesPink,RedBlue V2,BagRed,RazorGunOrange,Lovely,,SteamPunkPurple,,,SprayRed
1509,Oppa Bear Evolution Gen.2 #69,1629.2641912976026,RingOrange,LineRed,Rainbow Rare,PlasterPink V2,EyesRed,SquareYellow,,SoulBlue,Lovely,BagBlue,WearPurple,,,
1513,Oppa Bear Evolution Gen.2 #978,1625.0554062819397,BacktroopRed,FuturisticBlue,Rainbow Rare,KeyOrange,EyesGreen,,,NinjaGreen,ExcitedPink,,SportsWearGreen,StarYellow,BearRed,
1517,Oppa Bear Evolution Gen.2 #990,1621.3142549601432,BacktroopRed,AbstractRed,Rainbow Rare,PlasterBlue V2,EyesGreen,,,TopPink,NormalBlue,RainBow,SuitPink,WhiskerGreen,,FoxOrange
1521,Oppa Bear Evolution Gen.2 #154,1619.9401207602962,ParrotOrange,BurnBlue,Rainbow Rare,RingYellow V2,EyesRed,,,BlinkOrange,HappyBrown,,PirateKingRed,,BananaGreen,FirePurple
1524,Oppa Bear Evolution Gen.2 #364,1614.709886241518,WingBlue,VenomPurple,Rainbow Rare,,EyesPink,Duplex,CapPurple,NinjaOrange,NormalGreen,SoulChainBlue,PirateKingYellow,,,
1528,Oppa Bear Evolution Gen.2 #96,1613.752905198081,RabbitOrange,DropPurple,Rainbow Rare,DollPetRed,EyesRed,WingBlue,StylishHairPink,PooBlue,Lovely,,TuxedoBlue,,,AvengersOrange
1532,Oppa Bear Evolution Gen.2 #880,1613.7089096413251,BulbPink,LineGreen,Rainbow Rare,,EyesGreen,RedBlue V2,,BirdPink,Upset,,UniformDressPink,,BroochBlue,MilkYellow
1536,Oppa Bear Evolution Gen.2 #763,1608.7746318374548,RingGreen,BurnPink,Rainbow Rare,TurtleRed,EyesRed,OPPink,BoaterYellow,OPOrange,Upset,,SuitRed V2,,,
1540,Oppa Bear Evolution Gen.2 #451,1607.6572614469576,,ToneBlue,Rainbow Rare,HornPurple,EyesPink,,,LipPink,Lovely,RibbonPurple,DressGreen,SweatYellow,,OppaTagPink
1544,Oppa Bear Evolution Gen.2 #20,1606.029117978543,TagBlue,StarLightPurple,Rainbow Rare,DoubleRingYellow,EyesGreen,,TopPink,PooBlue,SurprisedGreen,HeartYellow,AstronautGreen,,,SmileBlue
1548,Oppa Bear Evolution Gen.2 #43,1603.4822250138568,TagBlue,MixGreen,Rainbow Rare,,EyesPink,,,SoulOrange,ExcitedBlack,TieBlue,WinterWearPurple,WhiskerRed,BananaGreen,
1552,Oppa Bear Evolution Gen.2 #293,1603.2890848207167,,BoomBlue,Rainbow Rare,,EyesPink,,,PooBlue,SurprisedPurple,RainBow,MarioRed,WhiskerRed,BlowBlue,FireGreen
1556,Oppa Bear Evolution Gen.2 #286,1598.9094671903247,,ThunderRed,Rainbow Rare,EarsPurple,EyesPink,,HelicopterBlue,MarsPurple,Upset,TieGreen,WearGreen,,,FoxYellow
1560,Oppa Bear Evolution Gen.2 #37,1598.8500066927652,ParrotPink,PunkRed,Rainbow Rare,BroochBlue,EyesPink,StarYellow,,TagBlack,SurprisedGreen,,WearPurple,,,LipYellow
1563,Oppa Bear Evolution Gen.2 #277,1595.752383271413,DollarYellow,ThunderPink,Rainbow Rare,PlasterGreen,EyesRed,,,OPPurple,ExcitedPink,,DressGreen,BeardOrange,,SprayRed
1567,Oppa Bear Evolution Gen.2 #872,1586.9601681867014,RingGreen,ThunderPink,Rainbow Rare,,EyesGreen,RainbowGreen,HelicopterPurple,StarButtonBlue,ExcitedPink,,SteamPunkBlue,NoseRingPurple,,
1571,Oppa Bear Evolution Gen.2 #160,1586.8348670958321,,MixGreen,Rainbow Rare,StarRingOrange,EyesRed,BeamYellow,,OPPurple,NormalGreen,,WearGreen,JellyGreen,,BalloonGreen
1575,Oppa Bear Evolution Gen.2 #133,1584.9184772797837,RabbitPurple,ShadeGreen,Grey,,EyesPink,HeartBlue,DinosaurPurple,SprayOrange,HappyGreen,DoraemonBlue,SpaceShiftRed,SweatGreen,SunflowerGreen,ButtonYellow
1579,Oppa Bear Evolution Gen.2 #346,1577.8493228916457,SkateboardPurple,FuturisticRed,Rainbow Rare,StarRingPurple,EyesGreen,SleepPurple,HiphopYellow V2,LipRed,ExcitedPink,,SuitRed V2,,,
1583,Oppa Bear Evolution Gen.2 #457,1576.17738583944,,HeartBlue,Rainbow Rare,BroochBlue,EyesRed,WingBlue,CapBlue,StarButtonYellow,HappyPurple,,HoodieYellow,,,BearGreen
1587,Oppa Bear Evolution Gen.2 #376,1573.1053048923545,,HeartPurple,Rainbow Rare,EarringsYellow,EyesPink,OPPink,,IceCreamPurple,HappyPurple,DoubleChainGreen,SpaceShiftGreen,,GameoverRed,FoxYellow
1591,Oppa Bear Evolution Gen.2 #843,1570.3962957251179,,StarLightPurple,Rainbow Rare,PlasterGreen,EyesPink,RadarBlue,,CaptainRed,HappyGreen,,ScottGreen,,,VenomPink
1595,Oppa Bear Evolution Gen.2 #25,1570.1415065924932,,HeartYellow,Rainbow Rare,,EyesPink,HeartPink,,RadiantBlue,NormalBlue,,PirateKingYellow,,HeadBoneGreen,
1599,Oppa Bear Evolution Gen.2 #116,1568.470818004229,DollarYellow,ShadePink,Rainbow Rare,,EyesRed,,,PooGreen,Lovely,,UniformPurple,,BroochGreen,
1603,Oppa Bear Evolution Gen.2 #588,1566.3653944759735,WingYellow,ToneBlue,Rainbow Rare,,EyesPink,,,CloudYellow,HappyPurple,StarChainRed,UniformDressOrange,StarBlue V2,,OppaTagPink
1606,Oppa Bear Evolution Gen.2 #966,1553.2993340108137,,ThunderPink,Rainbow Rare,SmokeLightGreen,EyesRed,,,BirdBlue,HappyBrown,RibbonGreen,WearLightGreen,JellyGreen,RoundYellow,
1610,Oppa Bear Evolution Gen.2 #816,1546.9113102605106,RocketPink,FuturisticRed,Rainbow Rare,EarringsYellow,EyesRed,,,BearYellow,SurprisedPurple,,UniformPurple,OppaPlaster,,HappySoulPurple
1614,Oppa Bear Evolution Gen.2 #615,1544.7275677903906,,BoomYellow,Rainbow Rare,HornBlue,EyesRed,AngryPurple,TopPink,GhostRed,Upset,,JacketYellow,,,
1618,Oppa Bear Evolution Gen.2 #563,1537.3386785652117,LookGreen,CirclePurple,Rainbow Rare,DoubleRingYellow,EyesGreen,,DinosaurBlue,LowButton,ExcitedPink,,SuitPink,,CryHeartOrange,
1622,Oppa Bear Evolution Gen.2 #607,1535.6589961831191,,GrainPurple,Rainbow Rare,,EyesRed,WingBlue,,ConeTone,HappyPurple,HeartYellow,JacketPink,JellyGreen,,TickRed
1626,Oppa Bear Evolution Gen.2 #899,1523.2817478151587,,ShadeRed,Rainbow Rare,,EyesRed,SparklingBlue,TopYellow,CloudYellow,NormalGreen,ChainPurple,TuxedoPurple,,,
1630,Oppa Bear Evolution Gen.2 #126,1520.622167776299,PizzaYellow,AbstractRed,Rainbow Rare,PlasterBlue V2,EyesRed,,,RazorGunYellow,HappyGreen,,MarioRed,BrightRed,,
1634,Oppa Bear Evolution Gen.2 #574,1519.4069328915305,RabbitBlue,MixPurple,Rainbow Rare,HornPurple,EyesGreen,,,CaptainGreen,SurprisedPurple,,DressGreen,BeardPurple,,
1638,Oppa Bear Evolution Gen.2 #532,1514.7575900630707,BagYellow,HeartYellow,Rainbow Rare,,EyesGreen,StarBlue,,NinjaOrange,HappyPurple,,JacketBlue,,SunflowerYellow,
1642,Oppa Bear Evolution Gen.2 #175,1514.6136742817416,RabbitOrange,AbstractRed,Rainbow Rare,,EyesRed,,,LollipopPink,SurprisedGreen,,SportsWearYellow,StarBlue V2,,AvengersYellow
1645,Oppa Bear Evolution Gen.2 #824,1511.2511756866638,,BurnBlue,Rainbow Rare,RingBlue V2,EyesGreen,WingBlue,ClownGreen,LowButton,HappyGreen,,TuxedoBlue,MiniHeartGreen,,
1649,Oppa Bear Evolution Gen.2 #332,1509.7302611754371,RingPurple,CircleGreen,Rainbow Rare,RingYellow V2,EyesRed,,,MushroomPink,Scary,,AstronautBluishGreen,,DevilGreen,
1653,Oppa Bear Evolution Gen.2 #905,1507.526823753357,,BoomBlue,Rainbow Rare,KeyPurple,EyesGreen,,,LowButton,NormalGreen,RibbonRed,SuitPurple V2,,,HappySoulBlue
1657,Oppa Bear Evolution Gen.2 #791,1506.5688855140613,SunflowerOrange,ShadeGreen,Rainbow Rare,EarringsYellow,EyesRed,ScubaPurple,,MoonGreen,Lovely,ScarfBlue,UniformBlue,,,
1661,Oppa Bear Evolution Gen.2 #283,1501.151768832089,,CircleGreen,Rainbow Rare,,EyesRed,,,CaptainGreen,NormalBlue,,MarioBlue,,BoxPink,ShieldTagYellow
1665,Oppa Bear Evolution Gen.2 #335,1486.580820438932,RadioGreen,TonePink,Rainbow Rare,JapanTagRed,EyesGreen,,,OPPurple,SurprisedPurple,TieGreen,UniformBlue,,,
1669,Oppa Bear Evolution Gen.2 #993,1483.9935892438787,ParrotPink,StarRed,Rainbow Rare,KeyOrange,EyesRed,PirateBlindGreen,,IceCreamGreen,HappyPurple,,HoodieYellow,StarBlue V2,,
1673,Oppa Bear Evolution Gen.2 #952,1483.6884399149728,,TonePink,Rainbow Rare,DollPetGreen,EyesGreen,,HelicopterBlue,CaptainGreen,Scary,BagBlue,SpaceShiftGreen,,,SprayRed
1677,Oppa Bear Evolution Gen.2 #691,1472.3217188533506,,PunkYellow,Rainbow Rare,,EyesPink,AngryBlue,,StarButtonYellow,ExcitedPink,,UniformDressPurple,,CryHeartBlue,RabbitPink
1681,Oppa Bear Evolution Gen.2 #712,1461.5855428120763,BacktroopBlue,StarRed,Rainbow Rare,PlasterRed,EyesGreen,,,CloudBlue,NormalPurple,,RobotRed,,CryHeartBlue,
1684,Oppa Bear Evolution Gen.2 #625,1458.011155918499,WingYellow,ThunderBlue,Rainbow Rare,,EyesPink,PirateBlindGreen,,GhostYellow,Upset,,SteamPunkPurple,,,FoxBlue
1688,Oppa Bear Evolution Gen.2 #860,1452.303541939507,,PunkGreen,Rainbow Rare,HornRed,EyesRed,,BagRed,ButterflyBlue,HappyBrown,,TuxedoPurple,Scar,,
1692,Oppa Bear Evolution Gen.2 #513,1452.0282409734168,RabbitPurple,LineGreen,Rainbow Rare,HeartRed,EyesRed,RazorGreen,,SoulPink,ExcitedPink,,MarioRed,,,
1696,Oppa Bear Evolution Gen.2 #464,1446.9531038652995,ParrotOrange,ShadeGreen,Rainbow Rare,,EyesRed,,SantaBlue,CloudBlue,HappyGreen,,SteamPunkPurple,,,
1700,Oppa Bear Evolution Gen.2 #861,1435.6591371540042,ParrotPink,AbstractRed,Rainbow Rare,,EyesPink,,,CaptainBluish green,HappyBrown,,JacketPink,,CryHeartOrange,
1704,Oppa Bear Evolution Gen.2 #218,1434.5665307566062,DollarOrange,PunkYellow,White,KeyOrange,EyesPink,BurnPurple,,MoonYellow,Upset,,SuitPurple V2,BeardGreen,TagPink,SmilePink
1708,Oppa Bear Evolution Gen.2 #425,1431.23127335114,GameCabinet,TonePink,Rainbow Rare,,EyesPink,,,LollipopRed,ExcitedPink,ShawlGreen,ScottGreen,,,
1712,Oppa Bear Evolution Gen.2 #478,1428.1180299327984,,ShadeRed,Rainbow Rare,,EyesGreen,,,MoonGreen,NormalPurple,,UniformBrown,Cross,,SprayBlue
1716,Oppa Bear Evolution Gen.2 #520,1415.411824057712,LookGreen,CircleYellow,Rainbow Rare,,EyesGreen,BeamRed,,ConeMix,NormalBlue,,UniformDressPurple,PlasterPink,,
1720,Oppa Bear Evolution Gen.2 #139,1405.2119886057042,,BoomRed,Rainbow Rare,,EyesGreen,SleepPurple,StylishHairGreen,BlinkRed,HappyPurple,,WearGreen,,,
1724,Oppa Bear Evolution Gen.2 #78,1362.7326906868177,,TonePink,Rainbow Rare,EarringsYellow,EyesRed,,,LollipopYellow,Upset,,WearLightGreen,,,SprayBlue
1727,Oppa Bear Evolution Gen.2 #935,1329.275448176591,,ShadeGreen,Green,BoneRing,EyesPink,XO,Farmer,ConeTone,NormalPurple,ShawlRed,SpaceShiftRed,StarOrange V2,GameoverRed,IceCreamPurple
1731,Oppa Bear Evolution Gen.2 #855,1323.4733272073693,CameraPink,MixRed,Green,KeyPurple,EyesRed,LoopPurple,FuturisticCap,LollipopPink,NormalBlue,ShawlBrown,UniformBlue,StitchesDown,BananaPurple,FaceYellow
1735,Oppa Bear Evolution Gen.2 #759,1321.1813993119572,,ThunderRed,Rainbow Rare,,EyesGreen,,HairPink,BearYellow,ExcitedBlack,,UniformPurple,,,
1739,Oppa Bear Evolution Gen.2 #181,1293.7515900880703,RingPurple,BoomBlue,Rainbow Rare,,EyesRed,,,BlinkOrange,ExcitedBlack,,WearLightGreen,,,
1743,Oppa Bear Evolution Gen.2 #972,1281.0731056651905,CannonOrange,ShadeGreen,Sky Blue,DoubleRingRed,EyesRed,EyeLine,BoaterRed,ButterflyBlue,NormalBlue,,AstronautBluishGreen,JellyPink,BearPurple,ConeBlue
1747,Oppa Bear Evolution Gen.2 #127,1268.06955285834,SkateboardPurple,PunkGreen,Grey,AirHeadRed,EyesRed,RazorBlue,ClownGreen,LollipopPink,SurprisedGreen,,UniformDressPink,SweatGreen,,ConeBlue
1751,Oppa Bear Evolution Gen.2 #297,1249.5186547796202,RadioGreen,VenomGreen,Brown,DollPetGreen,EyesRed,HeartPurple,TurbineRed,BlinkRed,NormalPurple,TiePurple,HoodieBlue,NoseRingBlue,BananaYellow,CoolConeYellow
1755,Oppa Bear Evolution Gen.2 #917,1243.381048589913,ParrotOrange,DropGreen,White,StarRingYellow,EyesRed,RazorBlue,BurnGreen,SoulPink,SurprisedGreen,HeartRed,RobotBlue,Stitches,TagPink,AvengersOrange
1759,Oppa Bear Evolution Gen.2 #36,1228.148647098808,DollarOrange,VenomPurple,Blue,StarRingPurple,EyesRed,BeamRed,HiphopRed V2,BlinkOrange,SurprisedPurple,ChainPurple,WearPurple,BeardPurple,MonsterEyeBlue,WingOrange
1763,Oppa Bear Evolution Gen.2 #157,1224.4928678498084,TagYellow,GrainYellow,Yellow,,EyesRed,RainbowGreen,SantaPurple,RazorGunBlue,SurprisedPurple,,AstronautBluishGreen,,DevilYellow,BagStrap
1766,Oppa Bear Evolution Gen.2 #988,1219.6174621939228,BackpackBlue,StarLightYellow,Pink,HeadPhoneRed,EyesPink,ScubaGreen,HairYellow V2,CaptainRed,HappyBrown,,DressGreen,OppaPlaster,,ButtonYellow
1770,Oppa Bear Evolution Gen.2 #884,1206.7612857064616,WingYellow,AbstractBlue,Sky Blue,EarringsPurple,EyesRed,RazorRed,BoaterGreen,ConeMix,NormalGreen,HeartPurple,RobotRed,StarOrange V2,MonsterEyeBlue,OppaYellow
1774,Oppa Bear Evolution Gen.2 #131,1191.6543934217236,SickleBrown,BoomRed,White,EarsPurple,EyesGreen,SmartYellow,PunkBlue,NinjaGreen,NormalGreen,,AstronautBluishGreen,CatFootYellow,MushroomPurple,ShieldTagPurple
1778,Oppa Bear Evolution Gen.2 #396,1187.6927689193021,,MixRed,Yellow,CherryYellow,EyesGreen,OPYellow,StylishHairBlue,BirdBlue,Lovely,RainBow,TuxedoGreen,SnotBlue,,WingPink
1782,Oppa Bear Evolution Gen.2 #848,1179.1662436556217,SickleBrown,TonePurple,Green,HeadPhoneGreen,EyesPink,RainbowPurple,,BlinkRed,Scary,ChainRed,AstronautGreen,,BlowRed,ConePink
1786,Oppa Bear Evolution Gen.2 #107,1178.4468917670677,BombYellow,BurnOrange,Sky Blue,,EyesRed,SleepYellow,BandRed,BearBlue,HappyBrown,,UniformPurple,StarYellow V2,MilitaryPurple,BagStrap
1790,Oppa Bear Evolution Gen.2 #927,1173.9264967218169,CameraBlue,MixPurple,White,PlasterBlue V2,EyesPink,RazorYellow,HiphopPink,LipPink,SurprisedGreen,,UniformDressPurple,MoustacheBlue,GameoverPurple,HappySoulPurple
1794,Oppa Bear Evolution Gen.2 #803,1172.022910090718,BulbPurple,StarRed,Blue,BowPurple,EyesRed,ScubaPurple,BagBlue,ButterflyGreen,Upset,ScarfGreen,DressPurple,SweatBlue,,ButtonGreen
1798,Oppa Bear Evolution Gen.2 #49,1169.359156431585,WordRed,AbstractPink,White,CherryYellow,EyesPink,SleepPurple,SantaRed,StarButtonBlue,ExcitedBlack,ChainBlue,SuitPurple V2,,Button,
1802,Oppa Bear Evolution Gen.2 #171,1155.0126063272933,WingOrange,StarLightYellow,Green,PaintGreen,EyesRed,StarYellow,King,BlinkOrange,Scary,,ScotPink,PlasterBrown,BroochBlue,RabbitPink
1806,Oppa Bear Evolution Gen.2 #827,1151.6854423004474,SunflowerPurple,GrainGreen,Yellow,BowGreen,EyesRed,,RainbowPurple,NinjaOrange,NormalGreen,ScarfGreen,SteamPunkPurple,MiniHeartGreen,BoneGreen,AvengersPink
1809,Oppa Bear Evolution Gen.2 #76,1144.2449401299173,WingBlue,DropGreen,White,EarringsPurple,EyesGreen,EyeLine,,GhostYellow,Upset,,SuitBlue,PlasterBrown,CatBroochGreen,ShieldPurple
1813,Oppa Bear Evolution Gen.2 #321,1140.8163491732896,RadioGreen,VenomPurple,Brown,WireYellow,EyesRed,SmartYellow,HiphopYellow V2,RazorGunOrange,NormalGreen,SoulChainBlue,SteamPunkRed,,DevilGreen,FacePink
1817,Oppa Bear Evolution Gen.2 #153,1138.2403488611642,CupPink,SmokeGreen,Brown,,EyesPink,GreenThug,StylishHairBlue,IceCreamGreen,NormalBlue,ScarfGreen,SteamPunkPurple,PlasterWhite,RoundRed,SprayRed
1821,Oppa Bear Evolution Gen.2 #312,1133.6700333430858,TagPink,VenomRed,Blue,KeyPurple,EyesRed,WingPurple,DinosaurGreen,BirdPink,SurprisedGreen,,PirateKingBlue,BrightRed,SmallPetPink,
1825,Oppa Bear Evolution Gen.2 #268,1122.1837673468099,,VenomPurple,Grey,StarRingPurple,EyesGreen,LoopGreen,HelicopterRed,SprayOrange,Lovely,HeartPurple,HoodieBlue,,CatBroochGreen,ButtonGreen
1829,Oppa Bear Evolution Gen.2 #765,1117.6792457623653,WingOrange,StarLightGreen,White,BowYellow,EyesGreen,OPYellow,RainbowBlue,OPPink,ExcitedBlack,ScarfBlue,MarioBlue,ScarRed,24TagOrange,
1833,Oppa Bear Evolution Gen.2 #216,1117.3640368558201,BalloonGreen,BurnBlue,White,KeyPurple,EyesPink,,ClayRed,LollipopRed,NormalBlue,,RainbowSuit,,HeadBoneGreen,ConePink
1837,Oppa Bear Evolution Gen.2 #481,1116.2209436955313,Sword,FuturisticBlue,Sky Blue,JapanTagBlue,EyesRed,,RainbowBlue,TagBlack,Upset,TuxedoPink,SportsWearYellow,,BroochGreen,LipYellow
1841,Oppa Bear Evolution Gen.2 #653,1108.0650959128395,,BoomRed,Blue,IronMaskYellow,EyesPink,Duplex,BurnPurple,SprayPurple,SurprisedGreen,TuxedoBlue,TuxedoGreen,StarBlue V2,MicGreen,
1845,Oppa Bear Evolution Gen.2 #68,1106.9870870481302,RabbitOrange,MixGreen,Brown,CherryYellow,EyesPink,CoolBlue,FuturisticCap,HeartBlue,Upset,,SuitPurple V2,SnotYellow,StarRed,SmileBlue V2
1848,Oppa Bear Evolution Gen.2 #493,1106.2105851607462,SignYellow,GrainYellow,Blue,EarPhoneYellow,EyesRed,HeartBlue,,RazorGunYellow,Lovely,,SuitRed,StarYellow V2,StarGreen,MilkYellow
1852,Oppa Bear Evolution Gen.2 #365,1100.803839129,RingPurple,PunkRed,Purple,RingsYellow,EyesRed,PirateBlindPurple,CapCute Orange,RazorGunYellow,HappyBrown,,SuitBlue,,StarBlue,WingPink
1856,Oppa Bear Evolution Gen.2 #4,1100.0562141221098,CannonRed,PunkRed,Grey,RingPink V2,EyesRed,PirateBlindGreen,RainbowBlue,IceCreamPurple,Lovely,,ScotPink,Rainbow,TagOrange,TickRed
1860,Oppa Bear Evolution Gen.2 #445,1099.024227813924,BacktroopYellow,ToneBlue,Sky Blue,RingPink V2,EyesPink,RedBlue V2,CapCute Pink,GhostYellow,Scary,TuxedoYellow,SteamPunkPurple,MoustacheBrown,,
1864,Oppa Bear Evolution Gen.2 #345,1094.7670381239786,PizzaRed,PunkRed,Pink,DollPetPurple,EyesRed,EyeLine,RingBlue,JoyStick,ExcitedBlack,DiamondBlue,UniformDressOrange,,,ConePink
1868,Oppa Bear Evolution Gen.2 #266,1085.1423418086297,WingOrange,PunkGreen,Pink,TurtleGreen,EyesPink,HeartBlue,BoaterRed,JoyStick,SurprisedGreen,,JacketPink,BeardOrange,RoundYellow,OppaGreen
1872,Oppa Bear Evolution Gen.2 #601,1084.431422874819,ParrotPurple,SmokeGreen,Yellow,PlasterYellow V2,EyesPink,SparklingPurple,HelicopterPurple,HeartRed,ExcitedBlack,TiePurple,JacketBlue,NoseRingYellow,DevilGreen,RabbitPink
1876,Oppa Bear Evolution Gen.2 #186,1080.8389270704454,BombYellow,ThunderBlue,Purple,WireGreen,EyesGreen,CoolRed,CapCute Blue,RazorGunBlue,ExcitedBlack,TieBlue,JacketBlue,RazorBeardPurple,HeadBoneBlue,AvengersOrange
1880,Oppa Bear Evolution Gen.2 #666,1079.9440485476684,BagBlue,MixGreen,White,TurtleRed,EyesRed,SparklingYellow,FuturisticCap,LittleGhost,Upset,ScarfGreen,RobotLight,Rainbow,,LipRed
1884,Oppa Bear Evolution Gen.2 #573,1076.0550340613433,CannonOrange,FuturisticPurple,Pink,JapanTagBlue,EyesRed,SmartBlue,HeadBandYellow,SoulOrange,NormalGreen,SoulChainGreen,SteamPunkPurple,,BearPink,
1887,Oppa Bear Evolution Gen.2 #94,1068.8520141530541,BulbYellow,LineGreen,Grey,RingLightGreen,EyesRed,SparklingBlue,PunkRed,CloudRed,NormalBlue,,UniformBrown,NoseRingPurple,SakuraPurple,FrogPurple
1891,Oppa Bear Evolution Gen.2 #587,1066.5037073664585,,HeartYellow,Brown,RingsYellow,EyesPink,,BandYellow,BombPurple,NormalBlue,DoubleChainPink,UniformDressPink,WhiskerYellow,,FrogGreen
1895,Oppa Bear Evolution Gen.2 #15,1066.2511235783159,BrokenWingBlue,FuturisticPurple,Yellow,EarPhoneBlue,EyesRed,BurnPurple,,CloudYellow,HappyPurple,TuxedoBlue,SportsWearYellow,,BroochBlue,FoxOrange
1899,Oppa Bear Evolution Gen.2 #377,1065.3404296077597,PizzaYellow,DropYellow,White,JapanTagGreen,EyesGreen,Thug,BagYellow,HeartRed,ExcitedPink,RibbonBlue,JacketBlue,Plaster,,
1903,Oppa Bear Evolution Gen.2 #313,1063.0018759667762,SunflowerPurple,LineGreen,Grey,DollPetPurple,EyesGreen,,,LollipopRed,Upset,BagRed,SuitGreen V2,,RoundBlue,OppaPink
1907,Oppa Bear Evolution Gen.2 #156,1062.188886812921,DollarOrange,PunkGreen,Green,EarsYellow,EyesPink,SquareGreen,,BirdYellow,SurprisedGreen,,WearGreen,SweatBlue,RocketYellow,AvengersPink
1911,Oppa Bear Evolution Gen.2 #124,1061.8520820690144,BulbPurple,BurnBlue,Green,EarPhoneRed,EyesPink,OPPurple,HairPurple V2,ButterflyBlue,NormalPurple,ShawlGreen,SuitRed,,StarRed,CoolConePurple
1915,Oppa Bear Evolution Gen.2 #734,1059.6808956242917,QuestionGreen,PunkRed,Pink,SmokeYellow,EyesPink,SquareBlue,StylishHairPink,GhostYellow,ExcitedPink,ShawlGreen,HoodiePink,BeardGreen,SakuraYellow,
1919,Oppa Bear Evolution Gen.2 #418,1055.2995253605686,BacktroopBlue,BoomRed,Pink,,EyesPink,OPPink,BurnPurple,BearBlue,Upset,BagYellow,AstronautGreen,RazorBeardPurple,SakuraPurple,
1923,Oppa Bear Evolution Gen.2 #290,1053.3567100229975,SignYellow,LineGreen,Brown,,EyesPink,Bow,HiphopYellow V2,IceCreamPink,SurprisedGreen,ChainBlue,DressYellow,StarYellow,StarLight,
1927,Oppa Bear Evolution Gen.2 #174,1050.902744852906,SicklePink,ToneBlue,Blue,BroochBlue,EyesRed,,HairBlue V2,ConeBright,Scary,SoulChainGreen,TuxedoPurple,StarRed,RocketPurple,IceCreamGreen
1930,Oppa Bear Evolution Gen.2 #687,1049.8793436740248,BackpackBlue,PunkGreen,Blue,HornRed,EyesPink,EyePatch,ClownPink,LipRed,ExcitedBlack,RibbonGreen,DressGreen,,SakuraPurple,TickYellow
1934,Oppa Bear Evolution Gen.2 #632,1048.796137158888,PizzaYellow,GrainYellow,Brown,DollPetPurple,EyesPink,ScubaRed,King,LipRed,NormalBlue,RibbonRed,PirateKingYellow,,CryHeartPink,RabbitPink
1938,Oppa Bear Evolution Gen.2 #352,1047.5288514740273,BalloonBlue,StarLightPurple,Pink,DollPetPurple,EyesRed,RedBlue V2,DinosaurPurple,LollipopYellow,ExcitedPink,ChainRed,JacketBlue,,TagPurple,StarBlue
1942,Oppa Bear Evolution Gen.2 #634,1044.3739651280205,BagPink,FuturisticPurple,Brown,DoubleRingYellow,EyesPink,RadarBlue,TopPink,SoulBlue,NormalBlue,,HoodiePink,,SakuraPurple,OppaGreen
1946,Oppa Bear Evolution Gen.2 #606,1044.20454234284,BrokenWingPink,ShadePink,Brown,WireGreen,EyesGreen,SquareYellow,BoaterYellow,RazorGunBlue,RainbowUpset,DoraemonBlue,PirateKingYellow,StarYellow,,RabbitYellow
1950,Oppa Bear Evolution Gen.2 #341,1040.4702238271643,,BurnPink,Yellow,DoubleRingRed,EyesRed,BeamGreen,,RazorGunBlue,Scary,,SteamPunkBlue,,SunflowerGreen,FireGreen
1954,Oppa Bear Evolution Gen.2 #306,1040.4669376396675,BackpackRed,FuturisticBlue,Sky Blue,EarringsYellow,EyesRed,RedBlue,HiphopBlue V2,BirdYellow,ExcitedBlack,ChainBlue,HoodieBlue,,SunflowerYellow,FoxYellow
1958,Oppa Bear Evolution Gen.2 #486,1038.0176736559715,BagYellow,SmokeGreen,Brown,BroochPurple,EyesGreen,SmartPink,,BlinkOrange,Lovely,,MarioYellow,RazorBeardGreen,HeadBonePink,CoolConeYellow
1962,Oppa Bear Evolution Gen.2 #100,1036.3604447173852,BalloonBlue,HeartBlue,Pink,RingsRed,EyesRed,WingPurple,RainbowRed,RazorGunYellow,ExcitedPink,RibbonPurple,SteamPunkRed,Scar,HeadBoneBlue,
1966,Oppa Bear Evolution Gen.2 #818,1034.702142192364,BagBlue,LineGreen,White,PlasterBlue V2,EyesGreen,AngryBlue,HiphopRed V2,MarsGreen,SurprisedGreen,DoraemonRed,SteamPunkRed,,BananaPurple,OppaPink
1969,Oppa Bear Evolution Gen.2 #226,1034.436199372087,QuestionRed,FuturisticBlue,Sky Blue,BroochBlue,EyesRed,WingBlue,,CloudBlue,HappyPurple,TuxedoYellow,SuitPink,,CryHeartPink,SmileYellow
1973,Oppa Bear Evolution Gen.2 #683,1030.1481105297958,CupPink,FuturisticRed,Grey,,EyesRed,PirateBlindPurple,TurbineRed,BombYellow,Lovely,,SpaceShiftRed,Stitches,RocketYellow,RabbitYellow
